hour,oaid,os,item_names,brand,sw,sh
14,,,"都市,芒果出品,剧情",Xiaomi,,
12,,,剧情,Skyworth,,
9,,,"爱情,都市,芒果出品",Skyworth,,
22,,Android_12,"都市,爱情,剧情",HUAWEI,2204,1084
21,,Android_12,"都市,爱情,剧情",HUAWEI,2204,1084
10,,,"战争,剧情",Android,,
5,,,"都市,爱情,芒果出品",Android,,
4,,10,"益智,芒果出品",ChangHong,,
3,,10,其他,ChangHong,,
19,,,"古装,悬疑,爱情",Xiaomi,,
19,,,"爱情,古装,奇幻",Xiaomi,,
17,,,"都市,爱情,芒果出品",TCL,,
16,,,"古装,武侠,剧情,芒果出品",TCL,,
14,,,"都市,芒果出品,剧情",Hisense,,
14,,,"纪实,生活,真人秀",Hisense,,
5,,,"剧情,家庭",Xgimi,,
4,,,"纪实,生活,真人秀",Xgimi,,
8,,,"都市,家庭,芒果出品",MStar,,
11,,,"益智,芒果出品",MStar,,
12,,,"古装,爱情,悬疑,芒果出品",Skyworth,,
12,,,其他,Skyworth,,
17,,,其他,Android,,
17,,,"爱情,都市,家庭",Android,,
15,,,"爱情,都市,家庭",Konka,,
19,,,"真人秀,音乐",Konka,,
21,,,"真人秀,旅游",DM1016,,
22,,,"芒果出品,都市,剧情",DM1016,,
14,,,"剧情,喜剧,爱情,家庭",Xiaomi,,
19,,,其他,Xiaomi,,
9,,,"古装,爱情,芒果出品",Android,,
18,,,"古装,爱情,悬疑,芒果出品",Android,,
17,,,"古装,爱情,芒果出品",alps,,
8,,,其他,alps,,
19,,,"年代,都市",Skyworth,,
20,,,"青春,都市,爱情",Skyworth,,
6,,9,"纪实,生活,真人秀",Xiaodu,,
3,,9,"喜剧,爱情,芒果出品",Xiaodu,,
18,,9,"校园,青春,偶像,爱情",Hisense,,
18,,9,"爱情,都市,家庭",Hisense,,
6,29623f99032e00503a32d1dce9747545a18fa32f8e8a196277f789e2e71b7de2,Android_12,其他,samsung,1440,2988
1,29623f99032e00503a32d1dce9747545a18fa32f8e8a196277f789e2e71b7de2,Android_12,"战争,剧情",samsung,1440,2988
12,,Android_12,"真人秀,益智,芒果出品",HONOR,2316,1080
17,,Android_12,"真人秀,益智,芒果出品",HONOR,2316,1080
21,,,"爱情,都市,家庭",rockchip,,
21,,,其他,rockchip,,
7,2D96EE17539C47289136C8D532247DE4087f0263a2894eb0979d2b3ee7c8b8da,Android_13,"家庭,剧情",OPPO,2161,1080
8,2D96EE17539C47289136C8D532247DE4087f0263a2894eb0979d2b3ee7c8b8da,Android_13,"家庭,剧情",OPPO,2161,1080
18,,,其他,Xiaodu,,
19,,,剧情,Xiaodu,,
9,,,"战争,剧情",Xiaomi,,
9,,,"剧情,爱情,悬疑,犯罪",Xiaomi,,
7,,,其他,apple,2208,1242
16,,,"芒果出品,爱情,古装",apple,2208,1242
16,,9,"剧情,爱情,芒果出品,都市",Xiaomi,,
16,,9,"爱情,都市",Xiaomi,,
9,,9,"都市,爱情,芒果出品",TCL,,
9,,9,"爱情,悬疑,犯罪",TCL,,
7,,9,"明星,真人秀,音乐,芒果出品",Xiaomi,,
7,,9,"亲子,芒果出品,真人秀",Xiaomi,,
5,,,"真人秀,教育",Hisense,,
5,,,"真人秀,音乐",Hisense,,
19,,Android_12,"芒果出品,网剧,都市,爱情",HONOR,2289,1080
20,,Android_12,"古装,爱情,悬疑,芒果出品",HONOR,2289,1080
22,,,"益智,芒果出品",Xiaodu,,
21,,,"爱情,都市,家庭",Xiaodu,,
10,,9,"音乐,芒果出品",XiaoAiTongXue,,
19,,9,"青春,爱情",XiaoAiTongXue,,
21,,,"文化,脱口秀,搞笑",nemo,,
21,,,"音乐,芒果出品",nemo,,
16,,10,"都市,爱情,芒果出品",Xiaodu,,
17,,10,"爱情,都市,职场,芒果出品",Xiaodu,,
2,,,"剧情,悬疑,谍战,年代",apple,1125,2436
3,,,"古装,武侠,剧情,芒果出品",apple,1125,2436
8,,,剧情,SHARP,,
8,,,"纪实,生活,真人秀",SHARP,,
19,,,其他,Skybox,,
12,,,其他,Skybox,,
15,,,"纪实,生活,真人秀",apple,2048,1536
22,,,"真人秀,明星,竞技",apple,2048,1536
13,,,"剧情,喜剧,爱情,家庭",Letv,,
12,,,"剧情,悬疑,犯罪",Letv,,
20,,Android_10,其他,HUAWEI,1080,2139
22,,Android_10,"悬疑,芒果出品",HUAWEI,1080,2139
20,,,其他,Android,,
20,,,"剧情,爱情,悬疑,犯罪",Android,,
13,,,"年代,剧情",Android,,
16,,,"都市,爱情,芒果出品",Android,,
5,,9,其他,XGIMI,,
11,,9,"宫廷,古装,爱情,剧情",XGIMI,,
16,,Android_10,"真人秀,音乐",HONOR,2313,1080
14,,Android_10,"剧情,喜剧,爱情,家庭",HONOR,2313,1080
1,,,"爱情,都市,芒果出品",Android,,
2,,,"剧情,喜剧,爱情,家庭",Android,,
9,,,"剧情,爱情,芒果出品,都市",HiSTBAndroidV600R003,,
8,,,"益智,真人秀,搞笑,芒果出品",HiSTBAndroidV600R003,,
10,,,"青春,偶像,爱情",Xiaomi,,
10,,,其他,Xiaomi,,
9,,,"芒果出品,校园,网剧,青春,偶像,爱情",apple,2160,1620
9,,,"芒果出品,校园,网剧,青春,偶像,爱情",apple,2160,1620
19,,,"剧情,都市,芒果出品",Xiaomi,,
18,,,"爱情,都市",Xiaomi,,
22,,,其他,apple,2048,1536
19,,,其他,apple,2048,1536
16,,,其他,rockchip,,
17,,,"文化,脱口秀,搞笑",rockchip,,
16,,,"爱情,都市,家庭",Xiaomi,,
17,,,"都市,职场",Xiaomi,,
15,,9,"警匪,爱情,悬疑,芒果出品",changhong,,
19,,9,"真人秀,芒果出品",changhong,,
12,,,"真人秀,美食",Xiaomi,,
20,,,其他,Xiaomi,,
2,4B86C5FB44AA4E55B1FCD4919CD50DF3ce44631dcb5d807adfbcd2fd534d0f24,Android_12,"芒果出品,古装,爱情,玄幻,网剧",OPPO,2290,1080
12,4B86C5FB44AA4E55B1FCD4919CD50DF3ce44631dcb5d807adfbcd2fd534d0f24,Android_12,其他,OPPO,2290,1080
2,,,"爱情,都市,家庭",Skyworth,,
7,,,"战争,剧情",Skyworth,,
13,,,"文化,脱口秀,搞笑",Skyworth,,
14,,,"爱情,都市,家庭",Skyworth,,
12,,,"年代,战争,抗战,剧情",rockchip,,
12,,,"剧情,喜剧,爱情,家庭",rockchip,,
12,,10,"音乐,芒果出品",HUAWEI,,
13,,10,"真人秀,旅游",HUAWEI,,
20,50DC61E52C414B90A82ECB55597F6ABE9141664473802358b255a30c9ceacb9b,Android_12,"都市,职场",OPPO,720,1504
12,50DC61E52C414B90A82ECB55597F6ABE9141664473802358b255a30c9ceacb9b,Android_12,"明星,真人秀,芒果出品",OPPO,720,1504
18,,Android_10,"益智,真人秀,搞笑,芒果出品",HONOR,720,1472
21,,Android_10,"校园,青春,奇幻,喜剧,爱情",HONOR,720,1472
19,,11,"青春,都市,爱情",TCL,,
23,,11,"爱情,都市,家庭",TCL,,
10,,,"真人秀,芒果出品",Xiaomi,,
8,,,"仙侠,古装,爱情",Xiaomi,,
15,,,"剧情,都市",apple,1242,2208
10,,,"校园,青春,奇幻,喜剧,爱情",apple,1242,2208
9,,,"都市,爱情,剧情",TCL,,
19,,,剧情,TCL,,
15,,,其他,Skyworth,,
16,,,其他,Skyworth,,
12,,,"明星,真人秀,芒果出品",Skyworth,,
16,,,"青春,校园,芒果出品",Skyworth,,
15,,9,"爱情,都市",Sony,,
15,,9,"青春,爱情",Sony,,
18,,,"剧情,喜剧,爱情,家庭",Xiaodu,,
19,,,"明星,真人秀,芒果出品",Xiaodu,,
19,,Android_9,"爱情,都市,家庭",OPPO,1445,720
19,,Android_9,其他,OPPO,1445,720
18,,,"益智,芒果出品",Hisense,,
18,,,"剧情,喜剧,爱情,家庭",Hisense,,
5,,,"青春,都市,爱情",apple,1125,2436
12,,,"都市,爱情",apple,1125,2436
18,,9,其他,Toshiba,,
18,,9,"益智,芒果出品",Toshiba,,
22,,,"剧情,喜剧,爱情,家庭",HUAWEI,2138,1080
20,,,"剧情,悬疑,犯罪",HUAWEI,2138,1080
19,,9,其他,KONKA,,
19,,9,"真人秀,竞技",KONKA,,
5,,,"战争,剧情",Android,,
5,,,"青春,校园",Android,,
18,,,"爱情,剧情",Dangbei,,
17,,,"真人秀,益智,搞笑",Dangbei,,
21,,,"都市,爱情,剧情",apple,2532,1170
20,,,"都市,爱情,剧情",apple,2532,1170
10,,,"爱情,言情,都市,芒果出品",Unblocktech,,
10,,,"芒果出品,爱情,古装",Unblocktech,,
9,,Android_12,"剧情,喜剧,爱情,家庭",HUAWEI,1176,2328
11,,Android_12,"悬疑,芒果出品",HUAWEI,1176,2328
15,,,"剧情,爱情,芒果出品",Xiaomi,,
19,,,其他,Xiaomi,,
20,,,"爱情,言情,都市,芒果出品",Android,,
20,,,其他,Android,,
22,,,"爱情,言情,都市,芒果出品",apple,2388,1668
22,,,"爱情,言情,都市,芒果出品",apple,2388,1668
19,,,"都市,爱情,芒果出品",Xiaomi,,
19,,,其他,Xiaomi,,
9,,linux,"芒果出品,青春,网剧,爱情,都市",SAMSUNG,,
9,,linux,"青春,偶像,爱情",SAMSUNG,,
15,,,"纪实,生活,真人秀",Xgimi,,
7,,,"剧情,爱情,古装",Xgimi,,
13,,,"古装,爱情",Hisense,,
13,,,"真人秀,美食,明星",Hisense,,
12,,9,"益智,真人秀,搞笑,芒果出品",Xiaomi,,
12,,9,"芒果出品,悬疑,犯罪",Xiaomi,,
12,,,"亲子,明星,真人秀,教育,芒果出品",Xiaomi,,
12,,,"亲子,明星,真人秀,教育,芒果出品",Xiaomi,,
13,7F37C8C980314F24B2513CEE6C1DFAC48a68f91b363a3a4445a9bc99ad9990a1,Android_11,其他,OPPO,720,1445
14,7F37C8C980314F24B2513CEE6C1DFAC48a68f91b363a3a4445a9bc99ad9990a1,Android_11,"青春,偶像,校园",OPPO,720,1445
12,,Android_10,"剧情,都市,芒果出品",HUAWEI,1200,2499
19,,Android_10,其他,HUAWEI,1200,2499
15,,,"爱情,都市,家庭",HiSTBAndroidV6,,
14,,,"芒果出品,真人秀,明星,搞笑",HiSTBAndroidV6,,
6,,,"警匪,剧情,芒果出品",Xiaomi,,
12,,,其他,Xiaomi,,
16,,9,"都市,爱情,芒果出品",Xiaomi,,
15,,9,"警匪,剧情,芒果出品",Xiaomi,,
17,,,"芒果出品,悬疑,犯罪",rockchip,,
13,,,"爱情,都市,职场,芒果出品",rockchip,,
1,,,"都市,爱情,芒果出品",Xgimi,,
22,,,"文化,脱口秀,搞笑",Xgimi,,
14,,9,"真人秀,芒果出品",hisense,,
14,,9,"剧情,爱情,古装",hisense,,
15,,10,"喜剧,爱情,芒果出品",xiaomi,,
16,,10,其他,xiaomi,,
15,,9,其他,Sony,,
18,,9,"都市,爱情,剧情",Sony,,
16,,,"剧情,犯罪",Xiaomi,,
17,,,"都市,爱情,剧情",Xiaomi,,
17,,9,"古装,爱情,芒果出品",xiaomi,,
16,,9,"剧情,都市",xiaomi,,
2,,9,"真人秀,益智,搞笑",HONOR,,
23,,9,其他,HONOR,,
19,,,"爱情,都市,家庭",Xiaomi,,
22,,,"音乐,芒果出品",Xiaomi,,
18,,,"古装,武侠,剧情,芒果出品",Allwinner,,
17,,,其他,Allwinner,,
10,,,音乐,KBY,,
10,,,"剧情,爱情,芒果出品,都市",KBY,,
12,,9,其他,konka,,
14,,9,"古装,武侠,剧情,芒果出品",konka,,
12,,10,其他,HUAWEI,,
14,,10,其他,HUAWEI,,
14,,,"都市,职场",MBX,,
14,,,"爱情,古装,芒果出品,悬疑,剧情,网剧",MBX,,
9,,,"爱情,古装,芒果出品,悬疑,剧情,网剧",Skyworth,,
10,,,剧情,Skyworth,,
14,,9,"剧情,爱情,芒果出品,都市",XiaoAiTongXue,,
19,,9,"爱情,都市,家庭",XiaoAiTongXue,,
12,,,"剧情,喜剧,爱情,家庭",Letv,,
17,,,"明星,真人秀,芒果出品",Letv,,
17,,,"爱情,剧情,喜剧,都市,家庭",Letv,,
16,,,"科幻,爱情",Letv,,
13,,11,"文化,脱口秀,搞笑",ChangHong,,
10,,11,"剧情,喜剧,爱情,家庭",ChangHong,,
7,,9,"青春,校园",Hisense,,
17,,9,"家庭,喜剧,青春",Hisense,,
8,,,"爱情,都市",Xiaodu,,
7,,,"芒果出品,悬疑,都市,言情",Xiaodu,,
17,,,"都市,爱情,悬疑,芒果出品",ChangHong,,
17,,,剧情,ChangHong,,
15,,9,"剧情,都市",xiaomi,,
15,,9,"古装,爱情,芒果出品",xiaomi,,
21,,,"都市,芒果出品,剧情",Android,,
21,,,"芒果出品,爱情,古装",Android,,
15,,,"明星,真人秀,竞演",MBX,,
18,,,其他,MBX,,
13,,,"古装,爱情,芒果出品",Android,,
13,,,"古装,爱情,芒果出品",Android,,
20,,,其他,YingGuang,,
20,,,"古装,武侠,剧情,芒果出品",YingGuang,,
1,,,"真人秀,芒果出品",Android,,
1,,,其他,Android,,
16,,9,其他,Droidlogic,,
15,,9,"古装,武侠,剧情,芒果出品",Droidlogic,,
18,,10,其他,skyworthbox,,
18,,10,"真人秀,益智,芒果出品",skyworthbox,,
19,,,"爱情,剧情,喜剧,都市,家庭",Hisense,,
18,,,"校园,青春,偶像,爱情",Hisense,,
0,,,其他,Xiaomi,,
0,,,"古装,武侠,剧情,芒果出品",Xiaomi,,
13,,,"战争,剧情",Xiaodu,,
17,,,"爱情,都市,家庭",Xiaodu,,
18,,10,"家庭,喜剧,青春",Xiaodu,,
18,,10,"爱情,悬疑,犯罪",Xiaodu,,
23,,,"都市,职场",haier,,
23,,,"剧情,喜剧,爱情,家庭",haier,,
6,,,"剧情,喜剧,爱情,家庭",Skyworth,,
12,,,"剧情,喜剧,爱情,家庭",Skyworth,,
17,,,"爱情,剧情,喜剧,都市,家庭",apple,1125,2001
17,,,"家庭,爱情",apple,1125,2001
15,,9,"真人秀,益智",TCL,,
15,,9,"都市,家庭,芒果出品",TCL,,
9,,,"农村,年代,家庭",Xiaodu,,
12,,,"真人秀,益智,搞笑",Xiaodu,,
13,,11,其他,TCL,,
12,,11,"爱情,剧情",TCL,,
12,,,"古装,武侠,剧情,芒果出品",Amlogic,,
12,,,其他,Amlogic,,
18,,,"都市,爱情",Xiaodu,,
17,,,剧情,Xiaodu,,
12,c546f29ce1edae0a,Android_11,"真人秀,芒果出品",Xiaomi,1600,2524
14,c546f29ce1edae0a,Android_11,"芒果出品,悬疑,网剧,古装,喜剧",Xiaomi,1600,2524
19,,,"真人秀,益智",ChangHong,,
17,,,"爱情,都市,家庭",ChangHong,,
16,,,"都市,爱情",Xiaomi,,
16,,,其他,Xiaomi,,
9,,,"青春,偶像,爱情",Android,,
9,,,"爱情,都市,职场,芒果出品",Android,,
11,,9,"剧情,悬疑,谍战,年代",hisense,,
12,,9,"益智,真人秀,搞笑,芒果出品",hisense,,
20,,9,"音乐,芒果出品",hisense,,
20,,9,"都市,爱情,芒果出品",hisense,,
16,,,"音乐,芒果出品",unknown,,
16,,,"芒果出品,校园,网剧,青春,偶像,爱情",unknown,,
12,,9,音乐,PHILIPS,,
17,,9,"都市,爱情,芒果出品",PHILIPS,,
19,,11,"校园,青春,奇幻,喜剧,爱情",Skyworth,,
20,,11,"剧情,家庭",Skyworth,,
9,d1c6a6100663d1100d15e2505b449311c00de96f1cc68a77495e1172286ed442,Android_11,"芒果出品,校园,网剧,青春,偶像,爱情",vivo,1080,2194
9,d1c6a6100663d1100d15e2505b449311c00de96f1cc68a77495e1172286ed442,Android_11,"剧情,喜剧,爱情,家庭",vivo,1080,2194
8,,,"悬疑,芒果出品",Xgimi,,
12,,,其他,Xgimi,,
20,,,"爱情,都市,家庭",TCL,,
19,,,"真人秀,益智",TCL,,
16,,,"都市,爱情",apple,2048,1536
20,,,"明星,真人秀,芒果出品",apple,2048,1536
6,,,"爱情,剧情,喜剧,都市,家庭",Xiaomi,,
9,,,"剧情,悬疑,犯罪",Xiaomi,,
1,,,"都市,爱情",Amlogic,,
1,,,"真人秀,教育",Amlogic,,
8,,,"爱情,都市,家庭",ChangHong,,
8,,,"纪实,生活,真人秀",ChangHong,,
12,,,"真人秀,音乐",Hisense,,
12,,,"剧情,家庭",Hisense,,
0,,Android_10,"古装,青春",HUAWEI,1080,2147
0,,Android_10,其他,HUAWEI,1080,2147
9,,,"爱情,剧情,喜剧,都市,家庭",alps,,
9,,,"古装,爱情,悬疑,芒果出品",alps,,
18,,,"青春,校园",Xiaomi,,
17,,,其他,Xiaomi,,
7,,Android_11,"青春,校园",HONOR,720,1552
12,,Android_11,"剧情,家庭",HONOR,720,1552
17,,,"都市,爱情",Xiaomi,,
19,,,"爱情,都市,家庭",Xiaomi,,
18,,,其他,Xiaomi,,
15,,,其他,Xiaomi,,
18,,,"剧情,都市,芒果出品",Xiaomi,,
16,,,其他,Xiaomi,,
16,e77ea8b46cfa6bfc,Android_11,"战争,剧情",Redmi,2320,1036
14,e77ea8b46cfa6bfc,Android_11,"战争,剧情",Redmi,2320,1036
12,,,"亲子,明星,真人秀,教育,芒果出品",apple,2048,1536
22,,,"亲子,明星,真人秀,教育,芒果出品",apple,2048,1536
21,,,"亲子,芒果出品,真人秀",ChangHong,,
21,,,其他,ChangHong,,
16,EB0CC90ACDC2423FB2930C30A43D8A2Eb543f57c9168f2aa3ec05d4fbd91f59c,,"爱情,都市,家庭",OPPO,1360,720
11,EB0CC90ACDC2423FB2930C30A43D8A2Eb543f57c9168f2aa3ec05d4fbd91f59c,,"偶像,喜剧,爱情,古装,芒果出品",OPPO,1360,720
15,,10,"青春,都市,爱情",HUAWEI,,
15,,10,其他,HUAWEI,,
14,,,"古装,武侠,剧情,芒果出品",HiSTBAndroidV5,,
13,,,"爱情,都市",HiSTBAndroidV5,,
18,,,其他,Xiaomi,,
18,,,"爱情,言情,都市,芒果出品",Xiaomi,,
20,,,其他,apple,1170,2532
21,,,其他,apple,1170,2532
8,,,其他,Xiaomi,,
20,,,"战争,剧情",Xiaomi,,
9,,,剧情,HiDPT,,
9,,,"真人秀,益智",HiDPT,,
18,,,家庭,TCL,,
20,,,"都市,爱情,芒果出品",TCL,,
12,,,其他,Android,,
13,,,其他,Android,,
19,,,"古装,爱情,芒果出品",Android,,
18,,10,"警匪,悬疑,都市",Samsung,,
17,,10,"都市,剧情,爱情",Samsung,,
17,,,"都市,爱情,芒果出品",ChangHong,,
17,,,"青春,都市,爱情",ChangHong,,
14,,,"亲子,明星,真人秀,教育,芒果出品",apple,828,1792
14,,,"亲子,明星,真人秀,教育,芒果出品",apple,828,1792
22,,,"明星,真人秀,芒果出品",Fiberhome,,
23,,,"真人秀,音乐",Fiberhome,,
18,,,"剧情,喜剧,芒果出品",HiDPT,,
18,,,"都市,爱情,芒果出品",HiDPT,,
8,,android_10,"都市,爱情,剧情",HUAWEI,1080,1797
8,,android_10,"爱情,剧情,喜剧,都市,家庭",HUAWEI,1080,1797
7,,,"都市,爱情,芒果出品",haier,,
7,,,"纪实,生活,真人秀",haier,,
11,,,"剧情,犯罪",Skyworth,,
11,,,其他,Skyworth,,
21,,,"喜剧,爱情,芒果出品",Dangbei,,
21,,,"明星,真人秀,芒果出品",Dangbei,,
12,,Android_10,"真人秀,明星,竞技",HONOR,1080,2340
22,,Android_10,"爱情,都市,家庭",HONOR,1080,2340
18,,,"芒果出品,真人秀,明星,搞笑",MStar,,
19,,,"真人秀,音乐",MStar,,
19,,,"剧情,爱情,芒果出品",TCL,,
19,,,"亲子,明星,真人秀,教育,芒果出品",TCL,,
0,,,"剧情,喜剧,爱情,家庭",apple,2048,1536
0,,,"剧情,喜剧,爱情,家庭",apple,2048,1536
9,,,其他,TCL,,
9,,,其他,TCL,,
6,,,"都市,爱情,芒果出品",Android,,
20,,,其他,Android,,
11,,Windows,"都市,爱情,剧情",,1536,864
10,,Windows,"都市,爱情,剧情",,1536,864
12,,Windows,其他,,,
16,,Windows,其他,,,
13,,Windows,"都市,爱情,剧情",,1920,1080
14,,Windows,"都市,爱情,剧情",,1920,1080
11,,,"爱情,都市,家庭",,,
11,,,"爱情,都市,家庭",,,
10,,Mac,"都市,爱情,剧情",,810,1080
10,,Mac,"都市,爱情,剧情",,810,1080
15,,Windows,"爱情,都市,家庭",,1536,864
15,,Windows,"爱情,都市,家庭",,1536,864
22,,Windows,"剧情,爱情,都市,芒果出品",,1920,1080
22,,Windows,"剧情,爱情,都市,芒果出品",,1920,1080
4,,Windows,"真人秀,益智,芒果出品",,1280,720
4,,Windows,"真人秀,益智,芒果出品",,1280,720
12,,Windows,"都市,爱情,剧情",,1280,720
12,,Windows,"都市,爱情,剧情",,1280,720
22,,Windows,"都市,爱情,剧情",,1536,864
21,,Windows,"都市,爱情,剧情",,1536,864
13,,Windows,"都市,爱情,剧情",,1500,1000
13,,Windows,"都市,爱情,剧情",,1500,1000
21,,Windows,"都市,爱情,剧情",,1920,1080
23,,Windows,"都市,爱情,剧情",,1920,1080
12,,Windows,"剧情,犯罪",,,
19,,Windows,"剧情,喜剧,爱情,家庭",,,
18,,Windows,"都市,爱情,剧情",,1680,1050
15,,Windows,"都市,爱情,剧情",,1680,1050
17,,Windows,"青春,校园",,1600,900
17,,Windows,"青春,校园",,1600,900
